"actual_city_town","year","season","week","ncom","date","ncom_rank","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14"
"Worcester",2018,"fall",43,0.0132236980813831,2018-10-22,1,-0.408947267587857,-1.03537735181737,-1.10787443818328,1.80641137594765,-0.459043970926565,-0.231508419094072,-0.423100830963611,0.778245698673648,-0.234479737766321,-0.754608225122487,-0.532815811750369,-0.960169956350596,0.214549178845535,0.885978686835126
"Worcester",2013,"fall",44,0.0214800759013283,2013-11-04,1,0.00133511532781896,-2.32870420354045,-0.650322290389715,0.353902041472276,-0.87549877111667,-0.396231312241759,0.119932587681131,-0.467261251881878,0.536744831718523,-0.31902683107883,-0.0080124194792571,-1.16900829066565,0.576679218330169,0.276247310186307
"Worcester",2015,"fall",44,0.491899641577061,2015-11-02,5,2.82185686037887,1.006565665095,1.01475493826734,-1.2289907052039,1.63185978220174,0.96889566632953,-0.621652432601314,3.69470765419592,0.77943804722383,-1.33268234617085,0.278235779410011,0.153006166376853,-0.8885886828984,-1.86346812834133
"Worcester",2016,"fall",44,0.00705882352941176,2016-10-31,1,-1.72494211080774,0.519984372990237,-0.220566369458001,0.562493392363072,0.773401533089891,0.195202795683217,1.44522521380599,-0.9110901370102,-0.737085069621376,-0.348682238902485,-0.246509454253822,0.195155589312367,-0.347463358797585,-0.462734702423735
"Worcester",2017,"fall",44,0.0101201771030993,2017-10-30,1,-3.27992801713903,-1.86914042025093,-1.32758185040562,-0.762878177960539,0.470524779504591,0.337764636192654,0.130848433380798,-0.30032666691187,-0.494034209669816,0.672396817675547,-0.392324014790209,0.55058979862716,0.0365036952757,-0.304347265260122
"Worcester",2013,"fall",45,0.0144971537001898,2013-11-11,1,1.03243183622036,-0.890483556243844,-2.02826855487521,-1.81511086746316,-0.987268283104582,-1.86437435069395,-1.2296631256138,0.264802567926968,-0.845834279562728,-0.294026139487627,-1.90127324957891,-0.135427684420398,-1.0279440162259,0.141465068565506
"Worcester",2015,"fall",45,0.138359687961206,2015-11-09,4,-0.258558901846216,-2.20786384151585,-1.01864287744238,-0.639701523834244,-0.25141933051157,-0.167546250627447,-0.14711878293079,0.0360738487523574,0.490629844179328,0.409322540677788,-1.02063229838825,-0.128786951242426,0.929615229450067,0.187628118639766
"Billerica",2016,"spring",22,0.262771647146436,2016-05-30,5,0.0955603610084251,1.98331474916153,-1.79250040185974,0.0428018780825827,0.400983803191248,0.335914328663892,0.312981860433092,-0.973643480619537,1.06922086049346,0.0371972179235426,-0.47313719717692,0.106489935682767,-0.0739392163756342,0.0516988269925694
"Worcester",2016,"fall",45,0.0705629348513599,2016-11-07,3,-2.56938877409564,0.31031138645748,1.81589153615886,-0.574956797539081,0.390115988925312,0.362367869279707,-0.44162292564349,0.202489473348814,-0.462225516526287,0.276051261338376,-0.487238748939771,0.575957710136148,0.321566965417092,-0.149320281122042
"Worcester",2013,"fall",46,0.0153152013493569,2013-11-18,1,-1.21895432732195,1.07988957581056,0.39012549820163,-0.42362898621695,0.333720617324751,0.638549497226711,-0.469980889411909,0.678569928505294,-0.220340437002146,-0.922564303237323,0.31400291865344,-0.235951686928754,-0.00195687450333019,-0.0354785017640076
"Worcester",2015,"fall",46,0.0228716002530044,2015-11-16,1,2.37819725489063,0.505871770320316,-0.774993567817766,-1.04551914220961,-0.116699768673568,3.08040841092571,-0.526060714223392,-0.758278831578816,-1.86614787158325,-0.789048157997951,0.554298520547662,0.636198279725154,-0.172424719083742,0.641510193030123
"Worcester",2016,"fall",46,0.014471853257432,2016-11-14,1,1.61495859599154,-1.77868040718174,0.502084332026393,0.384262042416665,0.652780030843898,-0.505533289881074,0.050894960792329,-0.541090801543977,-0.271238860884155,0.1186300341264,0.572388872058592,-0.701057364123366,-0.069287963976677,0.0940911544386662
"Worcester",2017,"fall",46,0.0633776091081594,2017-11-13,3,2.03161222369367,1.47119036765658,-0.834329242185345,0.391450942291454,-0.202916254990531,-1.57949387924447,-1.1056766641719,0.760699355639725,-0.0785646385940618,-0.761041510286498,1.22323891352267,-0.707529291716779,1.02031877003738,0.254873749600827
"Worcester",2018,"fall",46,0.011292430950875,2018-11-12,1,-2.91929675579632,-1.91169628551067,-0.620747698527179,-0.294949588477761,-0.378020502568056,0.685173960609838,0.687317414808888,-0.235586685842472,-0.0100098378940547,0.57553746982637,1.09185983819257,-0.377917763315584,-0.207606536132739,-0.237535727784026
"Worcester",2015,"fall",47,0.156719375922412,2015-11-23,4,-1.42652345390616,-3.15912623758823,-0.444619981782789,-1.02775297896113,0.939914235661088,0.488887642221161,0.0934843842872315,0.22469362722336,-0.111626799139906,0.27089319579357,-0.477343916595611,0.103034162478783,0.962759906355493,0.102508288706038
"Worcester",2017,"fall",47,0.0324436010963525,2017-11-20,2,1.17477564382326,-1.18224594222219,-1.95054313548814,-1.71969579293432,-1.0790215230016,-1.8497448212506,-1.26758699113722,0.251460824622644,-0.833866495657318,-0.425906990765761,-1.90610615880996,-0.245405748497017,-0.926465463737451,0.1486026883718
"Worcester",2013,"winter",48,0.00336495888678052,2013-12-02,1,-2.49204982842912,1.52566796135332,0.474064380221285,0.985990339538022,-0.0193808111247535,-0.243086245928687,-1.27531268342996,0.282328816908652,0.120747933264572,-0.183405237181967,-0.125496896821065,0.245985897876319,0.0931433689162004,-0.166765394212554
"Worcester",2015,"fall",48,0.0172211680371073,2015-11-30,1,1.09970938667292,-1.44017768692979,1.442198219366,0.751225504247569,0.0730866783142053,-0.629122337412827,-0.498643499265673,0.117164672091553,0.311300154933376,1.82833307244546,0.972706762860585,-0.0278144329666877,-0.736577807317102,0.45394060770041
"Billerica",2017,"spring",22,0.0437885045020649,2017-05-29,2,-0.151448654011833,-1.7005602432338,-2.9784129642733,-1.26339277045115,-0.578485429288675,0.352933323898809,1.17332429440995,0.37709982768621,0.134167201578609,0.375633092515126,0.528226263347051,-0.958744165988195,-0.276904129924108,0.443485382042668
"Worcester",2017,"fall",48,0.19561458992199,2017-11-27,4,1.58160562070632,-0.0511155335009206,1.91228064750562,-1.02653954914852,-1.07183642838904,0.582960235847419,0.224786855165457,-4.23839918447242,0.175610338905717,-1.32694270624499,0.376699298914021,0.64421118346716,-0.822446609911744,-0.270152818188329
"Worcester",2013,"winter",49,0.00326375711574953,2013-12-09,1,-2.19235888456635,1.05873466337707,-1.17186171066607,0.798357723021605,0.52975249841194,-0.440773751660587,-1.17389488021598,0.447339081318504,0.850947474413637,0.718163697866399,-0.0151394985713146,0.282790728356566,-0.0513724081317226,0.0476162671217269
"Worcester",2015,"winter",49,0.0191271347248577,2015-12-07,1,1.00648206634865,0.409415192916383,1.72335165926477,0.102460273742542,1.05071510766703,-1.14952038994243,0.247218472630104,0.267229845091025,-1.11381841450134,0.767994530973096,-0.248169660829651,1.30506682012431,-1.01192457319928,0.727023505809148
"Worcester",2016,"winter",49,0.039797596457938,2016-12-05,2,1.65513526513735,-2.32752296237919,1.00926681416922,0.0465508476356646,2.05184859675095,0.124463369060786,0.738192403817614,-0.171315689274642,-0.746626309113113,0.90280138890444,0.733130103659541,0.235047867514578,-0.116505108416128,0.481768633717138
"Worcester",2017,"winter",49,0.900636727809403,2017-12-04,6,1.3670726091334,-0.101554848133044,0.985499234479817,0.672165455844145,-0.451993041108611,-0.758393732494857,-0.565838371183163,-0.437055669634383,-0.833226055290442,-0.249478280615916,0.418955740349675,0.552187526250084,0.72032117989958,0.398918058913501
"Worcester",2015,"winter",50,0.103765549230445,2015-12-14,3,-1.36407030044108,-0.357148084933402,1.18337620162898,-0.142032620064013,-0.169748457537665,0.0368714263794597,1.7529980494802,0.30643496700575,1.40075180596923,-0.606929394582519,-0.56003315827904,0.675814225359539,-0.430665652142964,-0.210053235390899
"Worcester",2016,"winter",51,2.17753320683112,2016-12-19,6,2.59729867675444,2.11048551343471,-0.254457520873967,1.33255101917889,0.0983044926585585,-1.21059377179334,-0.952449810667383,0.697368170969648,-1.91263502202273,-1.21709934683351,0.900147653208404,0.01554793443502,0.860041700990599,-0.12337677189611
"Worcester",2017,"winter",51,0.0256040480708412,2017-12-18,1,-1.67133646135419,0.367528124833506,-0.8924715586545,-0.996365089392155,0.553829041829492,0.10721192698278,-0.0751083419053201,-0.0734966410420089,-0.162964129138429,-0.633478592220767,-0.307822645465717,-0.122477824840354,-0.233089980831935,-0.12337608390584
"Worcester",2013,"winter",52,0.0535357368753953,2013-12-30,2,1.67546907766316,-2.00891686591635,0.69677562610287,0.453455867347074,1.67789122363413,-0.220855603835967,0.182324582190892,-0.0529464346620876,-0.717398472596387,-0.111007224199497,-0.247472870957826,0.140660548812844,-0.393955616466969,0.382030603880415
"Worcester",2016,"winter",52,0.0318785578747628,2016-12-26,2,-1.88373927567669,-0.72595121586708,-0.704322051996765,1.02875743744707,1.33427546402327,0.680313352501881,-2.04410323654789,1.20879817729113,0.508717609567169,-0.996941524014913,1.38428513292215,0.479293285859352,-0.869447511725912,-0.432011931009914
"Billerica",2016,"summer",23,0.871383115564281,2016-06-06,6,-1.26707069229766,0.840855334999735,0.235048332683049,-0.243178547943846,-1.80226861026453,-0.50252909392669,0.937772126093793,-0.41400798839799,0.564271797916016,-0.340955890921318,0.709899502609587,-0.375046336929618,-0.24189083811247,-0.0613488565905464
"Wrentham",2017,"winter",1,0.0204709274387314,2017-01-02,1,-0.533535371502227,-0.986140696551991,-1.06582666673532,1.11107668591803,-0.360061269528517,0.600938573533617,0.872510308320938,0.319545651438654,0.225997020979854,-0.8590510554591,-0.0201755396277677,0.0337991878265859,0.103863583648452,-0.0574449562529312
"Wrentham",2016,"winter",2,0.213358962037482,2016-01-11,4,1.8389013256637,0.352904699429802,-0.665472410245409,-0.499028789785515,0.211528975409853,-0.138579036813344,-0.206793288207806,-1.20954345238953,1.40797934754347,-0.157517323432361,-0.249394640051944,0.246975477485135,-0.0993868495241967,-0.554795043992788
"Wrentham",2016,"winter",3,0.0119654012493993,2016-01-18,1,4.35882452559601,1.00932510856431,-1.55901814378075,-0.968456750248549,-0.252346805235664,1.23544375541694,-0.168022182762717,-1.71121003529277,-0.188938357280683,-0.320795696752332,0.476750708985023,-0.027779774748975,-1.40708589335013,-0.0528943733443628
"Wrentham",2017,"winter",3,0.246227775108121,2017-01-16,5,1.68566047499415,-1.20098393451681,1.07145366452216,-0.698553306246885,-0.279136333746582,-0.0294980478886183,-0.29255627430655,-0.238136554967208,-1.53501195879282,0.968705341334328,0.439739244229193,0.274811975504085,0.0647224080485503,-0.336767636517608
"Wrentham",2017,"winter",5,0.0172993753003364,2017-01-30,1,-0.793447439993198,3.27528388186061,1.43555999344452,-0.307586818211854,-0.734836053428688,-1.23099544103269,0.886122843570176,-1.15447778154828,0.215137913815451,-1.52857445921259,0.482158546909755,0.433797107957042,0.506849470016486,0.141336573475344
"Wrentham",2017,"winter",6,0.0531955790485344,2017-02-06,2,0.741847557085335,-2.13198212253702,-0.700856434463376,1.32445386844321,-0.824133476198021,0.52790977154345,0.632892925671496,0.509846124687697,-0.132178687123916,-0.231607245770798,0.265935588390118,0.78921649228223,-0.150624376364672,1.06773914527199
"Wrentham",2016,"spring",10,0.460307544449784,2016-03-07,5,2.78934193994397,-0.0619756470283565,0.11216743809917,1.54970992332884,-0.267923999106371,0.0887054872934566,-1.46289378989431,-0.397053922508583,-0.987690121029328,-0.102210901842436,0.450041011560854,-0.139871695308936,-0.167230042467629,-0.293416666783047
"Wrentham",2018,"spring",13,0.4097068716963,2018-03-26,5,1.29197896130947,-0.28057368385265,0.151471428462476,-0.451636002902509,-1.37676854131014,-0.0282360123418203,0.855508010833722,0.492522573525491,-1.75623186909809,-0.507381478038734,-0.213803365601898,0.22047655478978,0.916957215427468,-0.135267675919774
