"date","Year","week","eBird.DP.RF"
2018-02-12,2018,7,0.675360322509101
2018-02-19,2018,8,0.673460278020549
2018-02-26,2018,9,0.657987914973375
2018-03-05,2018,10,0.640508395638424
2018-03-12,2018,11,0.558850600993264
2018-03-19,2018,12,0.552746730094952
2018-03-26,2018,13,0.544649786488472
2018-04-02,2018,14,0.531450626694658
2018-04-09,2018,15,0.51313159052925
2018-04-16,2018,16,0.50472644404114
2018-04-23,2018,17,0.486082876579389
2018-04-30,2018,18,0.469451734243013
2018-05-07,2018,19,0.446357391272069
2018-05-14,2018,20,0.430358575729931
2018-05-21,2018,21,0.424519592536026
2018-05-28,2018,22,0.424134106999555
2018-06-04,2018,23,0.427476205512203
2018-06-11,2018,24,0.434224727471813
2018-06-18,2018,25,0.441562750871854
2018-06-25,2018,26,0.454197435526802
2018-07-02,2018,27,0.463827319373245
2018-07-09,2018,28,0.469331147713911
2018-07-16,2018,29,0.472280329248659
2018-07-23,2018,30,0.47668255005187
2018-07-30,2018,31,0.482267067797484
2018-08-06,2018,32,0.488309171956329
2018-08-13,2018,33,0.486858369587891
2018-08-20,2018,34,0.487963972693013
2018-08-27,2018,35,0.495283599824928
2018-09-03,2018,36,0.50235779714761
2018-09-10,2018,37,0.514046979742888
2018-09-17,2018,38,0.527577065497328
2018-09-24,2018,39,0.549132835169531
2018-10-01,2018,40,0.556746405860445
2018-10-08,2018,41,0.565880871162313
2018-10-15,2018,42,0.56999839953145
2018-10-22,2018,43,0.575661996063063
2018-10-29,2018,44,0.584587529571648
2018-11-05,2018,45,0.596696015912941
2018-11-12,2018,46,0.616170383453693
2018-11-19,2018,47,0.625196075431691
2018-11-26,2018,48,0.627436018182688
2018-12-03,2018,49,0.629325581819194
2018-12-10,2018,50,0.633112319015469
2018-12-17,2018,51,0.633036787033756
2018-12-24,2018,52,0.63273136597055
2018-12-31,2018,53,0.626604700364146
