"actual_city_town","year","season","week","saidi","date","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14"
"Brookline",2018,"summer",24,0.650340246933703,2018-06-11,-0.568190188622912,-2.73632905414022,-0.476903618331647,-0.889083674878866,-1.26402288506951,0.0772053731053313,0.890497422226066,-3.40721584777355,0.0617686345812358,0.328834748328768,-1.21605021711512,0.22143522835893,-0.897445821799166,-0.228511911156731
"Brookline",2017,"summer",25,0.00251823479075832,2017-06-19,-0.802023783394341,-3.12099629193904,-0.76861514739789,-0.815192100146194,-1.24637068983206,0.0164551167766595,0.728579208098985,-3.44802572735191,0.273583102017167,0.398586690403039,-1.23572185943381,0.202214451240889,-0.957054097088811,-0.296900080703276
"Amherst",2017,"winter",1,0.0100938207699774,2017-01-02,-3.81209712906605,0.576633989357924,0.776601328456997,-3.90842960866254,0.26368414918456,-0.991057051977915,-2.22904288296392,-1.24807653480695,-0.641857149297566,-1.61656222358845,-0.257730871549333,-0.435551517982068,-0.494179614963239,-0.289733812915272
"Brookline",2018,"summer",26,0.0356464691740353,2018-06-25,-0.69923874010667,-2.97750625697153,-0.550039029731539,-0.807712303924247,-1.33161820282896,0.264080228661433,0.765662837048417,-3.45445453514612,0.13481210848402,0.483225294533595,-1.21237855211946,0.160570391938454,-0.929152768771382,-0.123058782086505
"Brookline",2018,"summer",28,0.0099751436371786,2018-07-09,-0.764887559738491,-3.06463675330468,-0.660713341787084,-0.737884993586429,-1.37575532042943,0.261370975826266,0.697624643121564,-3.56199988279448,0.189276995091911,0.589785989917176,-1.12870137550982,0.0759001085153363,-0.975950426160269,-0.18906124918109
"Brookline",2016,"summer",29,5.69482906157043,2016-07-18,-1.0709128222151,-3.53849955979283,-1.21039286979359,-0.910535160015587,-1.36376023944227,0.135553281264973,0.580111689658035,-3.72036534898353,0.273236752948929,0.499535107534752,-1.06765772353733,-0.0843064975011067,-1.08961223280269,-0.307196035701606
"Brookline",2013,"summer",31,0.00386292327126034,2013-08-05,-1.96469568506594,-3.49468782679467,-1.28061160716377,-0.904220535286113,-1.07960818866573,-1.20230044578003,0.408395911163245,-2.17754087575566,0.527089624818281,-0.149602912696368,-0.59071391347118,-0.992920911874797,-0.404114904033311,-0.799564982237644
"Brookline",2015,"summer",34,0.702367466688399,2015-08-24,-2.05767243849458,-3.96786361526551,-1.17260104286425,-1.11674562751422,-1.21638932115741,-0.788345176022588,0.572202523191997,-2.53822962616555,0.461367908100582,-0.18931773898984,-0.516319835314735,-0.994121728659603,-0.709368812580286,-0.394728797960646
"Brookline",2014,"fall",35,0.112464854732896,2014-09-01,-2.19247780796246,-3.96248647514164,-1.26523991096401,-1.16095035817388,-1.30120428634461,-0.967731962273404,0.443054186423327,-2.30829264385433,0.584931532485857,-0.294329723112098,-0.405597710680849,-0.900593109515946,-0.59556608941253,-0.531932710056292
"Brookline",2018,"summer",35,0.098553441180066,2018-08-27,-1.06404650039113,-3.32392541711808,-0.701435481793807,-0.705295539815168,-1.47655646163702,0.555506035667854,0.419561157915877,-3.62686088420481,0.401892646517482,0.31769644059404,-0.61503315992731,0.133027335335415,-0.779509788929927,-0.0941340950059621
